Identifier,Start Date / Time,End Date / Time,Title,Subtitle,Type,Description,Permalink,Building Name,Room,Location Name,Cost,Tags,Sponsors
144738-21895796,2/21/26 11:00,1/28/26 19:00,Men's Tennis vs Ball State ,,Sporting Event,Men's Tennis vs Ball State ,https://events.umich.edu/event/144738,Varsity Tennis Bldg,,Varsity Tennis Bldg,See MGoblue.com,"Athletics
Athletics - Men's Tennis",Michigan Athletics
135673-21895429,2/21/26 11:00,1/26/26 12:00,MUNGER GRADUATE RESIDENCES 2025-2026,Multiple conference events and sessions,Conference / Symposium,Join the Munger Community by attending events hosted by our Resident Advisors (RAs)! Feel free to select and attend as many events as you would like!,https://events.umich.edu/event/135673,,,Munger Wellness Room – Lower Lobby,,Sessions,Sessions @ Michigan
135685-21897541,2/21/26 11:00,2/21/26 12:00,TRANSDISCIPLINARY FELLOWS 2025-2026,Multiple conference events and sessions,Conference / Symposium,,https://events.umich.edu/event/135685,,,Lawyers Club Lounge,,Sessions,Sessions @ Michigan
145349-21897158,2/21/26 12:00,2/21/26 13:00,American Brass Quintet Entrepreneurship Class,Chamber Music Guest Artist Mentor Residency,Class / Instruction,"The Department of Chamber Music is pleased to present a class on entrepreneurship by the internationally acclaimed American Brass Quintet as part of its Guest Artist Mentor Residency. Free and open to the public.

ABOUT THE GUEST ENSEMBLE

Tiago Linck, trumpet 
Brandon Ridenour, trumpet
Eric Reed, horn 
Hillary Simms, trombone
John D. Rojak, bass trombone

The American Brass Quintet is internationally recognized as one of the premier chamber music ensembles of our time. “The most distinguished” of brass quintets (*American Record Guide*), the group has earned its stellar reputation through its celebrated performances, genre-defining commissioned works, and ongoing commitment to the education of generations of musicians. Since its founding in 1960, the American Brass Quintet has performed on five continents, made nearly 60 recordings, and premiered more than 150 contemporary works for brass.

https://www.americanbrassquintet.org",https://events.umich.edu/event/145349,Earl V. Moore Building,Hankinson Rehearsal Hall,Earl V. Moore Building,Free - no tickets required,"Discussion
Free
North Campus
Talk
Workshop","School of Music, Theatre & Dance (SMTD)"
102122-21893559,2/21/26 12:00,2/21/26 17:30,CPR/AED/First Aid Certification,Multiple conference events and sessions,Conference / Symposium,"The American Red Cross CPR/AED for Professional Rescuers and First Aid blended learning course will help prepare you to recognize and care for a variety of breathing and cardiac emergencies in adults, children and infants as well as prepare you to recognize and care for a variety of first aid emergencies. Participants who successfully complete this course will receive a certificate for CPR/AED for Professional Rescuers and First Aid valid for two years.
This is a blended learning course that requires roughly 4 hours of online work prior to the first day of the course.
**There is no fee for current Michigan Recreation employees. The fee for community members, faculty, staff, or students who are not employed by the Michigan Recreation Dept. is $90. You can use the link here to complete payment.**",https://events.umich.edu/event/102122,,,Conference Room A,,Sessions,Sessions @ Michigan
139428-21885497,2/21/26 12:00,2/21/26 16:00,Creating the Future of Medicine for 175 Years,A free museum exhibit about U-M medical history,Exhibition,"As the Medical School celebrates the anniversary of its opening in the fall of 1850, and Michigan Medicine marks the 100th anniversary of the opening of the ""Old Main"" University Hospital that served as its flagship from 1925 to 1986, a free museum exhibit explores 175 years of medical education, research and clinical care. 

Open to the public at the Museum on Main Street operated by the Washtenaw County Historical Society, the exhibit includes artifacts, photos and facts about how U-M's medical community grew from humble beginnings on the Diag to become one of the nation's largest and most respected academic medical centers. It also asks visitors to ponder their own attitudes and experiences, and to submit memories and photos of their time working, studying, volunteering or receiving care at U-M's medical campus and beyond. There are also activities for young visitors.

The museum is open to the public every Saturday and Sunday from 12 p.m. to 4 p.m.

Full details about the exhibit, including parking instructions and how to book a free private group tour on a weekday, are available at http://michmed.org/museum

The museum has an accessible entrance at the rear of the building.",https://events.umich.edu/event/139428,Off Campus Location,,"500 N. Main Street, Ann Arbor MI 48104 at the intersection of Main, Kingsley and Beakes streets",,"History
Life Science
Medicine
Museum
Nursing","Michigan Medicine
Bentley Historical Library"
145406-21897254,2/21/26 12:00,2/21/26 13:30,Go Blue Goes Green,,Careers / Jobs,"In partnership with Central Student Government (CSG), the University Career Center (UCC) will be tabling at there Go Blue Goes Greenevent on 2/21! **Please note that the UCC will be tabling from 12-1:30pm, but the entirety of the event goes from 9am-5pm.**Here is the event description, as explained best by CSG: Clean out your closetand help make sustainability stylish! CSG invites students to donate unwanted clothing, which will be transformed into a curated, free thrifting pop-up where students can browse and shop for free. Have clothing to donate? Donation bins will be placed in select student-heavy apartment buildings, sorority houses and dorms with clear guidelines on what can and cannotbe donated. Pro Tip: This is one of our most popular events! Doors open at 9 AM, so get there early to beat the crowd!This event's information is shown in Handshake as well as on the Happening @ Michigan calendar so that it will be seen by a larger number of U-M Students. You can only register to attend this event within Handshake. If you'd like to indicate that you'll be attending this event and see more details, please go to this webpage: https://app.joinhandshake.com/edu/events/1912660  We want to ensure full and equitable participation in our events. If an accessibility accommodation would promote your full participation in this event, please indicate your accommodation requirements via the link below, preferably at least 14 days prior to the program to ensure sufficient time for arranging your requested accommodation(s) or exploring suitable alternatives. If you have any questions regarding access to our programs, please don't hesitate to reach out to Cierra Sutherland at cierrasu@umich.edu. Accessibility accommodation form: https://forms.gle/FmFn35ZLxJ8kvPfSA  #UCC",https://events.umich.edu/event/145406,,,"Michigan Union, Pond Room, 530 S State St, Ann Arbor, MI 48109, USA",,,University Career Center UCC
143861-21894143,2/21/26 12:00,2/21/26 12:45,Lunar New Year 2026,,Presentation,"A live presentation exploring a variety of Lunar New Year topics. The show covers how the traditional Chinese calendar assigns both animals and elements to each person's birth year. It also discusses the differences between lunar and solar calendars, as well as how the Chinese calendar is a combination known as a lunisolar calendar. Guest speakers will present the customs, traditions and ways in which various Asian families celebrate the new year.",https://events.umich.edu/event/143861,Museum of Natural History,Planetarium & Dome Theater,Museum of Natural History,Tickets are $8 and are available in the museum store on the day of the show.,"Astronomy
Science
Space","Planetarium & Dome Theater at the Museum of Natural History
Lieberthal-Rogel Center for Chinese Studies"
135685-21895818,2/21/26 12:00,2/21/26 14:00,TRANSDISCIPLINARY FELLOWS 2025-2026,Multiple conference events and sessions,Conference / Symposium,,https://events.umich.edu/event/135685,,,Fellows Lounge (8th Floor of Munger),,Sessions,Sessions @ Michigan
143676-21893633,2/21/26 12:30,2/21/26 15:30,Thrift Pop-Up!,,Well-being,"Come to a thrift pop-up event hosted by Alpha Phi Omega! At this event you can either buy clothes between $1-$5 or bring your own clothes to swap!
We will be at the Sophia B. Jones Room in the Union from 12:30-3:30!",https://events.umich.edu/event/143676,Michigan Union,Sophia B Jones Room,Michigan Union,,"Activism
Campus
Community
Community Activism
Community Engagement
Entrepreneurship
Environment
Environmental
In Person
Social
Social Impact
Student Org
Sustainability",Alpha Phi Omega - Gamma Pi Chapter
145574-21897559,2/21/26 12:30,2/21/26 15:30,Volunteer with a Local Farm!,,Community Service,"Join BLUElab Metro for a volunteer event supporting a local community farm in Ypsilanti! We are partnered with T.C. Collins, the founder of Willow Run Acres, a non-profit whose mission is to promote food sovereignty, sustainable agriculture, and seed saving in the surrounding community. 

Volunteers will engage in discussion on underrepresented communities and the importance of sovereign, sustainable food systems, and help make seed biscuits and package seeds. These seeds will be used to raise funds for the farm and as educational resources for young students. Come lend a hand, learn something new, spend time with friends, and meet new people while supporting a meaningful local cause! 

Metro will provide transportation and snacks, just sign up! Hope to see you there :)",https://events.umich.edu/event/145574,Off Campus Location,,"111 S Wallace Blvd, Ypsilanti, MI 48197",,"Activism
Black History Month
Community Service
Discussion
Diversity
Ecology
Environment
Food
Free
In Person
Inclusion
Mindfulness
Multicultural
Natural Sciences
Nature
Nutrition
Outdoors
Social Impact
Social Justice
Social Sciences
Sociology
Student Org
Sustainability
Undergraduate
Volunteer",BLUElab Metro (BLUEM)
144470-21895397,2/21/26 13:00,2/21/26 14:30,Beginner Friendly Brazilian Jiu-Jitsu Training,,Exercise / Fitness,"Our weekly beginner-friendly sessions are designed for students who are new to Brazilian Jiu-Jitsu or looking for a structured, low-pressure environment to build strong fundamentals.
Each session focuses on core movements, positional awareness, and high-percentage techniques used in real sparring, with an emphasis on safety, clarity, and progressive learning. Instruction is step-by-step, with plenty of time for drilling, questions, and guided practice.
No prior martial arts experience is required. These classes are ideal if you are:
• Trying BJJ for the first time
• Looking to improve fundamentals before live sparring
• Returning after time away from training
• Interested in grappling for fitness, confidence, or competition
Training partners are supportive, instruction is detailed, and the pace is intentionally beginner-friendly while still preparing you for more advanced classes over time.
Come learn how to move efficiently, control positions, and build confidence on the mats - one class at a time.",https://events.umich.edu/event/144470,Michigan League,,Michigan League,,,Maize Pages Student Organizations
144233-21894940,2/21/26 13:00,2/21/26 15:00,Bookmark Bash at Alice Lloyd,,Social / Informal Gathering,"Stop by to decorate your own bookmark, and enjoy snacks with the Alice Lloyd Multicultural Lounge Community Assistants!",https://events.umich.edu/event/144233,Alice Lloyd Hall,Vicky Barner Multicultural Lounge,Alice Lloyd Hall,,"Crafts
housing
Social",Michigan Housing Community Connections and Engagement
144966-21896210,2/21/26 13:00,2/21/26 15:00,Craft and Create at Oxford,,Social / Informal Gathering,Join the Multicultural Lounge Community Assistants to create friendship bracelets and customized tote bags!,https://events.umich.edu/event/144966,Oxford Housing,Mahatma Gandhi Multicultural Lounge,Oxford Housing,,"Crafts
housing
Social",Michigan Housing Community Connections and Engagement
143861-21894152,2/21/26 13:00,2/21/26 13:45,Lunar New Year 2026,,Presentation,"A live presentation exploring a variety of Lunar New Year topics. The show covers how the traditional Chinese calendar assigns both animals and elements to each person's birth year. It also discusses the differences between lunar and solar calendars, as well as how the Chinese calendar is a combination known as a lunisolar calendar. Guest speakers will present the customs, traditions and ways in which various Asian families celebrate the new year.",https://events.umich.edu/event/143861,Museum of Natural History,Planetarium & Dome Theater,Museum of Natural History,Tickets are $8 and are available in the museum store on the day of the show.,"Astronomy
Science
Space","Planetarium & Dome Theater at the Museum of Natural History
Lieberthal-Rogel Center for Chinese Studies"
136870-21894562,2/21/26 14:00,2/21/26 15:30,"Arts Initiative's ""Arts for All"" Events",,Workshop / Seminar,"The Arts Initiative’s ""Arts for All"" events and workshop series aims to make the arts more accessible to everyone at U-M and throughout the local community. Led by talented teaching artists from the area and region, these events offer opportunities to explore creativity, learn more about art, and discover new artistic skills—all in a supportive and welcoming environment. 
No prior experience is needed—everyone is encouraged to participate and experiment freely. Plus, all materials and supplies are provided, so you can simply show up and enjoy the experience!",https://events.umich.edu/event/136870,,,"Stamps Gallery, 201 S Division St, Ann Arbor, MI 48104",,Sessions,"Sessions @ Michigan
Arts Initiative"
144187-21894809,2/21/26 14:00,2/21/26 15:30,"Be Well: Art, Design & Wellness Series - Common Thread — Stitching in the Gallery",,Workshop / Seminar,"

Join us at Stamps Gallery for a hands-on embroidery workshop open to all skill levels. Participants will learn foundational embroidery stitches—including back stitch, chain stitch, satin stitch, and French knots—while spending time with the artwork on view. Embroidery is a slow, thoughtful craft that asks us to look closely and work with care; together, we’ll apply that same attentiveness to the gallery, noticing what emerges when we slow down to view the art on display.

Prior experience is not required. Free and open to the public. 

Limited space available, registration required. Each workshop is presented as an individual session; participants are not required to attend both sessions.
",https://events.umich.edu/event/144187,Off Campus Location,,"Stamps Gallery, 201 South Division Street Ann Arbor, Michigan 48104",,Art,Penny W Stamps School of Art & Design
144720-21895763,2/21/26 14:00,2/21/26 16:00,Black Hair-Story at South Quad,,Social / Informal Gathering,"Join the South Quad Diversity Peer Educators in celebrating Black History Month by learning about the importance of Black hairstyles throughout history. All are welcome to join as we learn, connect with others, and take home hair care products!",https://events.umich.edu/event/144720,South Quad,Ambatana - The Afro-American Multicultural Lounge,South Quad,,"Black History Month
Community Building
Community Engagement
free",Michigan Housing Community Connections and Engagement
143861-21894154,2/21/26 14:00,2/21/26 14:45,Lunar New Year 2026,,Presentation,"A live presentation exploring a variety of Lunar New Year topics. The show covers how the traditional Chinese calendar assigns both animals and elements to each person's birth year. It also discusses the differences between lunar and solar calendars, as well as how the Chinese calendar is a combination known as a lunisolar calendar. Guest speakers will present the customs, traditions and ways in which various Asian families celebrate the new year.",https://events.umich.edu/event/143861,Museum of Natural History,Planetarium & Dome Theater,Museum of Natural History,Tickets are $8 and are available in the museum store on the day of the show.,"Astronomy
Science
Space","Planetarium & Dome Theater at the Museum of Natural History
Lieberthal-Rogel Center for Chinese Studies"
144028-21894547,2/21/26 14:00,2/21/26 15:00,Saturday Sampler Tour | The Lives and Deaths of Hieroglyphs and Cuneiform,"Dave Horrocks, Docent",Tours,"Clay tablets, a boundary marker, a colorful inscription, mummy tags, and more help tell the story of the development, disappearance, and modern recovery of the scripts of the Egyptians and Babylonians. Join us for this drop-in tour exploring the writing systems of these ancient peoples.

This event is free and open to all visitors. If you have any questions or concerns regarding accessing this event, please visit our accessibility page at https://myumi.ch/zwPkd or contact the education office by calling (734) 647-4167. We ask for advance notice as some accommodations may require more time for the university to arrange.",https://events.umich.edu/event/144028,Kelsey Museum of Archaeology,,Kelsey Museum of Archaeology,,"Ancient Egypt
Ancient Middle East
Archaeology
Free
History
Language
Museum
Tour","Kelsey Museum of Archaeology
Kelsey Museum of Archaeology Tours
Archaeology at Michigan"
144007-21894523,2/21/26 14:30,2/21/26 16:00,"Be Well: Art, Design & Wellness Series: Common Thread — Stitching in the Gallery",Abigail Lowe,Workshop / Seminar,"Join us at the Stamps Gallery for a hands-on embroidery workshop open to all skill levels. Participants will learn foundational embroidery stitches—including back stitch, chain stitch, satin stitch, and French knots—while spending time with the artwork on view. Embroidery is a slow, thoughtful craft that asks us to look closely and work with care; together, we’ll apply that same attentiveness to the gallery, noticing what emerges when we slow down to view the art on display. 

This event is free an open to the public. Prior experience is not required and all supplies will be provided. 
Limited space available, registration required. Each Be Well workshop is presented as an individual session; participants are not required to attend other sessions.",https://events.umich.edu/event/144007,Off Campus Location,,"Stamps Gallery, 201 South Division Street Ann Arbor, Michigan 48104",,"Art
Arts For All
Artsrx
Culture
In Person
Workshop","Arts Initiative
Stamps Gallery"
145350-21897159,2/21/26 15:00,2/21/26 16:30,American Brass Quintet Master Class,Chamber Music Guest Artist Mentor Residency,Class / Instruction,"The Department of Chamber Music is pleased to present a master class by the internationally acclaimed American Brass Quintet as part of its Guest Artist Mentor Residency. Free and open to the public.

ABOUT THE GUEST ENSEMBLE

Tiago Linck, trumpet 
Brandon Ridenour, trumpet
Eric Reed, horn 
Hillary Simms, trombone
John D. Rojak, bass trombone

The American Brass Quintet is internationally recognized as one of the premier chamber music ensembles of our time. “The most distinguished” of brass quintets (*American Record Guide*), the group has earned its stellar reputation through its celebrated performances, genre-defining commissioned works, and ongoing commitment to the education of generations of musicians. Since its founding in 1960, the American Brass Quintet has performed on five continents, made nearly 60 recordings, and premiered more than 150 contemporary works for brass.

https://www.americanbrassquintet.org",https://events.umich.edu/event/145350,Earl V. Moore Building,Britton Recital Hall,Earl V. Moore Building,Free - no tickets required,"Discussion
Free
Music
North Campus
Talk
Workshop","School of Music, Theatre & Dance (SMTD)"
144231-21894938,2/21/26 15:00,2/21/26 16:30,Cookies & Cupid at Mosher Jordan,,Social / Informal Gathering,Stop by to decorate Valentines’ Day themed cookies with your Mosher Jordan Multicultural Lounge Community Assistant!,https://events.umich.edu/event/144231,Mosher-Jordan Hall,Cesar Chavez Multicultural Lounge,Mosher-Jordan Hall,,"Cookie Decorating
housing",Michigan Housing Community Connections and Engagement
144656-21895657,2/21/26 15:00,2/21/26 16:00,FREE and fun 🏀 basketball game this Saturday at 3:00 PM,,Sporting Event,"
Calling all U-M faculty, students, and community members! 🎉
Join us for a FREE and fun 🏀 basketball game this Saturday at 3:00 PM at St. Luke Ann Arbor 4205 Washtenaw Ave, Ann Arbor. 
Plenty of free parkingMeet new peopleGet some exerciseBoost your mental health
Come shoot some hoops, break a sweat, and enjoy a great time with the community. We hope to see you there!",https://events.umich.edu/event/144656,,,St Luke Ann Arbor ,,,Maize Pages Student Organizations
143861-21894156,2/21/26 15:00,2/21/26 15:45,Lunar New Year 2026,,Presentation,"A live presentation exploring a variety of Lunar New Year topics. The show covers how the traditional Chinese calendar assigns both animals and elements to each person's birth year. It also discusses the differences between lunar and solar calendars, as well as how the Chinese calendar is a combination known as a lunisolar calendar. Guest speakers will present the customs, traditions and ways in which various Asian families celebrate the new year.",https://events.umich.edu/event/143861,Museum of Natural History,Planetarium & Dome Theater,Museum of Natural History,Tickets are $8 and are available in the museum store on the day of the show.,"Astronomy
Science
Space","Planetarium & Dome Theater at the Museum of Natural History
Lieberthal-Rogel Center for Chinese Studies"
144879-21896086,2/21/26 15:45,1/31/26 1:00,Women's Gymnastics vs Rutgers,,Sporting Event,Women's Gymnastics vs Rutgers,https://events.umich.edu/event/144879,Crisler Arena,,Crisler Arena,See MGoblue.com,"Athletics
Athletics - Women's Gymnastics",Michigan Athletics
145255-21896950,2/21/26 16:00,2/21/26 18:00,ADHD Student Group Craft and Game Night,,Other,"Join the ADHD Student Group for a craft and game night Feb. 21st from 4 - 6pm!
The ADHD Student Group is a space where students can get some relief from academic pressures and form meaningful connections. Members do not need an ADHD diagnosis to participate, all students who feel like they would benefit from the group are welcome. If you’re feeling unsure, you should absolutely give one of our meetings a try. Worst case scenario, you might end up eating snacks with friendly people who are understanding if you decide to leave early.

Sancks and activities are provided, but feel free to bring your own! Reach out to lilywalk@umich.edu with any questions or concerns. Hope to see you there!!",https://events.umich.edu/event/145255,Mason Hall,,Mason Hall,,,Maize Pages Student Organizations
144699-21895740,2/21/26 16:00,2/21/26 18:00,Aro Week Gayme Day,Aromantic Spectrum Awareness Week 2026,Recreational / Games,"Be in community, meet someone new, and celebrate aromantic identities with a chill gayme day at Spectrum Center. Board games, cards, table top, video games, online games - we got you! Light snacks included. This event is open to U-M students of all genders and sexualities.

MORE ARO WEEK EVENTS
https://events.umich.edu/list?filter=tags:Aro+Awareness+Week,sponsors:1030,&range=2026-02-16to2026-02-21

MORE SPECTRUM CENTER EVENTS
https://spectrumcenter.umich.edu/events",https://events.umich.edu/event/144699,Michigan Union,Spectrum Center (3020),Michigan Union,,"Aro Awareness Week
Aromantic
LGBT",Spectrum Center
138019-21881194,2/21/26 16:00,2/21/26 17:00,Judo Training,,Exercise / Fitness,"Judo Team Training at the Michigan League
Koessler Room, 3rd Floor. Before showing up, please email hazoum@umich.edu. We want to be prepared for new members.",https://events.umich.edu/event/138019,Michigan League,Koessler Room,Michigan League,,"Alumni
Athletics - Wrestling
Fitness
In Person
Leadership
Rec Sports",Judo at the Univeristy of Michigan
135671-21896753,2/21/26 16:00,2/21/26 18:00,MARKLEY HALL 2025-2026,Multiple conference events and sessions,Conference / Symposium,,https://events.umich.edu/event/135671,,,The South Lounge,,Sessions,Sessions @ Michigan
143810-21894069,2/21/26 17:00,2/21/26 18:30,Bassoon Studio Recital,,Performance,"Professor of Bassoon Jeffrey Lyman and the members of the University of Michigan Bassoon Studio will present a program of solo and ensemble works on Saturday, February 21, 2026 at 5:00 pm in Stamps Auditorium. New music from Italy by David Fontanesi and Alberto Schiavo will begin the program, followed by Alain Bernaud's wild showpiece *Hallucinations* for bassoon and piano. The rest of the program will feature bassoon quartets and quintets by Amy Beth Kirsten, Astor Piazzolla, and a new quartet by Wynton Marsalis titled *4 Bassoons Talking*. ",https://events.umich.edu/event/143810,Walgreen Drama Center,Stamps Auditorium,Walgreen Drama Center,Free - no tickets required,"Free
Music
North Campus","School of Music, Theatre & Dance (SMTD)"
135671-21895311,2/21/26 17:00,2/21/26 19:00,MARKLEY HALL 2025-2026,Multiple conference events and sessions,Conference / Symposium,,https://events.umich.edu/event/135671,,,Angela Davis Lounge,,Sessions,Sessions @ Michigan
135674-21894711,2/21/26 17:00,2/21/26 18:00,NORTH QUAD 2025-2026,Multiple conference events and sessions,Conference / Symposium,,https://events.umich.edu/event/135674,,,NQ 9th Floor Lounge,,Sessions,Sessions @ Michigan
145733-21897744,2/21/26 17:00,2/21/26 19:00,WhatTheF! Magazine Art Fair,,Fair / Festival,"Come browse and shop our art fair featuring feminist, LGBTQ+, BIPOC, etc. artists! 
February 21st, 2026 
5:00-7:00 PM 
Michigan Union - Kuenzel Room",https://events.umich.edu/event/145733,Michigan Union,Kuenzel Room,Michigan Union,,"Art
Diversity Equity and Inclusion
Festival
Free
LGBT
Multicultural
Social Impact
Social Justice
Storytelling
Student Org
UAC
Visual Arts",What the F/UAC
145166-21896751,2/21/26 17:30,2/21/26 18:30,"Ayunia Saputro, piano",Dissertation Lecture Recital,Performance,"Ayunia Saputro, DMA candidate in piano pedagogy & performance, presents a dissertation lecture recital.",https://events.umich.edu/event/145166,Stearns Building,Cady Room,Stearns Building,Free - no tickets required,"Free
Lecture
Music
North Campus
Scholarship
Talk","School of Music, Theatre & Dance (SMTD)"
144507-21895438,2/21/26 17:30,2/21/26 18:30,"Brooke Studebaker, voice",,Performance,"Undergraduate student Brooke Studebaker, soprano, performs a final senior recital.",https://events.umich.edu/event/144507,Earl V. Moore Building,Britton Recital Hall,Earl V. Moore Building,Free - no tickets required,"Free
Music
North Campus","School of Music, Theatre & Dance (SMTD)"
140692-21887503,2/21/26 18:00,2/21/26 22:00,A2 Dhoom,,Performance,"A2 Dhoom is an annual collegiate Bollywood-fusion dance competition, first held at the University of Michigan in 2012 until its last competition in 2019. It is a regional competition affiliated with Desi Dance Network (DDN), a national organization that connects over 80 university teams and hosts the national competition Legends for the top-ranked collegiate Bollywood-fusion teams in the circuit. The competition will involve 8 competing teams as well as 2 additional exhibition performances by student organizations at Michigan. This competition provides student dancers and teams a platform to showcase their creativity, artistic expression, and technical skill while celebrating the rich and diverse cultural heritage of South Asia through dance.",https://events.umich.edu/event/140692,Lydia Mendelssohn Theatre,,Lydia Mendelssohn Theatre,$18/Ticket,"Asia
Asian/pacific Islander American Studies
center for world performance studies
Dance
Department Of American Culture
Exhibition
India
International
Music
Storytelling
Visual Arts","A2 Dhoom
International Center
Center for World Performance Studies
Department of American Culture
Arts Initiative"
145501-21897439,2/21/26 18:00,2/21/26 20:00,NSBP Planetarium Night - Winter 2026,,Presentation,"Come join the Willie Hobbs Moore Chapter of the National Society of Black Physicists for a planetarium show on Campus. 
 
Planetarium is located in Room 3118 of Angell Hall. We will meet earlier at a room nearby at Angell Hall for dinner in AH5180B
 
RSVP is required. Current limit is 25 attendees.  RSVP here https://sessions.studentlife.umich.edu/track/event/session/106844 ",https://events.umich.edu/event/145501,,,Planetarium is located in Room 3118 of Angell Hall. We will meet earlier at a room nearby for dinner (to be updated),,,Maize Pages Student Organizations
145499-21897437,2/21/26 18:00,2/21/26 20:00,Planetarium Night - National Society of Black Physicists,,Exhibition,"Come join the Willie Hobbs Moore Chapter of the National Society of Black Physicists for a planetarium show on Campus. 

Planetarium is located in Room 3118 of Angell Hall. We will meet earlier at a room nearby at Angell Hall for dinner in AH5180B

 
RSVP is required. Current limit is 25 attendees.",https://events.umich.edu/event/145499,,Room 3118 of Angell Hall.,,,"Astronomy
Museum
Physics",National Society of Black Physicists
145593-21897569,2/21/26 18:00,2/21/26 20:00,Planetarium Night - National Society of Black Physicists,,Workshop / Seminar,"Come join the Willie Hobbs Moore Chapter of the National Society of Black Physicists for a planetarium show on Campus. RSVP is required. Current limit is 25. 
Planetarium is located in Room 3118 of Angell Hall. We will meet earlier at a room nearby at Angell Hall for dinner at AH5180B
",https://events.umich.edu/event/145593,,,3118 Angell Hall,,Sessions,Sessions @ Michigan
135622-21895093,2/21/26 19:00,2/21/26 21:00,BURSLEY HALL 2025-2026,Multiple conference events and sessions,Conference / Symposium,,https://events.umich.edu/event/135622,,,MLK Lounge,,Sessions,Sessions @ Michigan
143932-21894287,2/21/26 19:00,,Latin@ Culture Show 2026,Latinidad Sin Fronteras: De La Tierra al Futuro,Performance,"Latinidad Sin Fronteras celebrates the constantly evolving and boundless tapestry of Latinidad, identities which transcend physical borders, language, and generations. This production strives to honor our pasts, uplift our present voices, and imagine a collective future rooted in resilience, joy, and creativity.

LCS 2026 will create a blend between heritage and futurism by taking a look at the stories, music, and traditions which have shaped us while simultaneously envisioning how Latinidad will continue to grow and transform itself in the near future. This theme recognizes that our identities are not restrictive. It does not follow a “one size fits all” model but rather, encompasses a constellation of experiences and truths - ranging from the Afro-Latine and Queer identities to those of being first generation or indigenous - which are all connected and bridged through shared histories and dreams.

Latinidad Sin Fronteras invites our community to feel, remember, and imagine together – to truly explore and understand what Latinidad means when it is sin fronteras and free to become and transcend to what we desire and make it to be.",https://events.umich.edu/event/143932,,,GA -Michigan Theater,See Site For Pricing Information,"Mutotix
Theater","Michigan Union Ticket Office (MUTO)
La Casa"
135672-21894674,2/21/26 19:00,2/21/26 21:00,MOSHER JORDAN 2025-2026,Multiple conference events and sessions,Conference / Symposium,,https://events.umich.edu/event/135672,,,Jordan Living Room,,Sessions,Sessions @ Michigan
145194-21896790,2/21/26 20:00,2/21/26 21:30,American Brass Quintet,,Performance,"The Department of Chamber Music is pleased to present a guest recital by the internationally acclaimed American Brass Quintet as part of its Guest Artist Mentor Residency. Free and open to the public.

ABOUT THE GUEST ENSEMBLE

Tiago Linck, trumpet 
Brandon Ridenour, trumpet
Eric Reed, horn 
Hillary Simms, trombone
John D. Rojak, bass trombone

The American Brass Quintet is internationally recognized as one of the premier chamber music ensembles of our time. “The most distinguished” of brass quintets (*American Record Guide*), the group has earned its stellar reputation through its celebrated performances, genre-defining commissioned works, and ongoing commitment to the education of generations of musicians. Since its founding in 1960, the American Brass Quintet has performed on five continents, made nearly 60 recordings, and premiered more than 150 contemporary works for brass.

https://www.americanbrassquintet.org",https://events.umich.edu/event/145194,Walgreen Drama Center,Stamps Auditorium,Walgreen Drama Center,Free - no tickets required,"Free
Music
North Campus","School of Music, Theatre & Dance (SMTD)"
144508-21895439,2/21/26 20:00,2/21/26 21:30,"Catherine Goode, voice",,Performance,"DMA candidate in voice performance Catherine Goode, soprano, presents a dissertation lecture recital.",https://events.umich.edu/event/144508,Earl V. Moore Building,Britton Recital Hall,Earl V. Moore Building,Free - no tickets required,"Free
Lecture
Music
North Campus
Talk","School of Music, Theatre & Dance (SMTD)"
145651-21897636,2/21/26 20:00,2/21/26 22:00,Evening of Scenes,,Performance,"Evening of Scenes is a two-hour show where several short, comedic scenes are performed, each written, directed, and acted by students. From witty banter to absurd situations, every scene brings a fresh dose of humor and entertainment. Please join us to celebrate student creativity and the arts at the University of Michigan!",https://events.umich.edu/event/145651,East Quadrangle,Keene Theater,East Quadrangle,,"Student Org
Theater
theatre",RC Players
139438-21885546,2/21/26 20:00,,The Ark's 39th Annual Storytelling Festival,Presented by The Ark,Performance,"Celebrate the art of storytelling!

This annual event brings both locally based and nationally known story tellers to The Ark stage. This year’s story tellers are Adam Booth, Jennifer Munro, Barbara Schutzgruber, and Steve Daut.",https://events.umich.edu/event/139438,,,ARK Reserved,See Site For Pricing Information,"Ark
Festival
Mutotix
Storytelling",Michigan Union Ticket Office (MUTO)
135549-21876946,2/21/26 20:00,2/21/26 22:00,The Persecution and Assassination of Jean-Paul Marat as Performed by the Inmates of the Asylum of Charenton Under the Direction of the Marquis de Sade,Department of Theatre & Drama,Performance,"Based on a true story, *Marat/Sade* is a shocking and relevant work about human suffering, class struggle, and mental illness as depicted in the play itself and the play-within-a-play. Winner of a 1966 Tony Award, Marat/Sade has riveted audiences for generations. 

Content Advisory: This play contains depictions of violence, murder, mental illness, and incarceration.
Recommended Ages: 16+

Written by Peter Weiss
English version by Geoffrey Skelton
Verse adaptation by Adrian Mitchell
Directed by Malcolm Tulip

*Buying Tickets
Flex Series ticket packages available beginning June 10; Single tickets available beginning August 4.*
",https://events.umich.edu/event/135549,Power Center for the Performing Arts,,Power Center for the Performing Arts,Reserved Seating $35 / $29 | Students $16 (fees included),"Storytelling
Theater","School of Music, Theatre & Dance (SMTD)"
