name,titles,bio,profile_url
Nirupama Rao,Assistant Professor of Business Economics and Public Policy,"Biography Nirupama Rao is an Assistant Professor of Business Economics and Public Policy at the Ross School of Business at the University of Michigan. Her research concerns the economic effects of fiscal policy, focusing on the impact of policy on firm production, investment and pricing decisions. She has studied how excise taxes on oil production affect the extraction decisions of domestic producers, the effectiveness of federal tax credits for R&D, and investigated the composition and importance of corporate deferred taxes. In other work she has examined how regulation and taxation interact in alcohol markets and the implications of pricing behavior for tax pass-through. She is a recipient of the National Tax Association Dissertation Award and the 2019 Journal of Public Economics Atkinson award for the best paper in the published in the prior three years. Rao completed her PhD in economics at MIT in June 2010 where she previously earned her undergraduate degree. Prior to graduate school, she worked at the Andrew W. Mellon Foundation. She recently served as a Senior Economist from 2015 through 2016 at the Council of Economic Advisers in Washington, D.C.",https://michiganross.umich.edu/faculty-research/faculty/nirupama-rao
Scott Rick,Associate Professor of Marketing,"Biography Scott Rick is an Associate Professor of Marketing at the University of Michigan’s Ross School of Business. He holds a PhD in Behavioral Decision Research from Carnegie Mellon, where he was a National Science Foundation graduate research fellow. His research focuses on money, relationships, and happiness. In 2024, his work on tightwads and spendthrifts was named one of the top 100 Big Ideas in the 100-year history of Michigan Ross. He has published research in premier journals spanning marketing, psychology, economics, and neuroscience. He has served on the editorial boards of the Journal of Consumer Research , Journal of Marketing Research , Journal of Consumer Psychology , and Organizational Behavior and Human Decision Processes . At Michigan Ross, he has won awards for both research and teaching, and he was a winner of the 2024 AMA-EBSCO-RRBM Annual Award for Responsible Research in Marketing. Rick's research has been covered extensively in outlets such as The New York Times , The Wall Street Journal , The Washington Post , and NPR. His 2024 book, Tightwads and Spendthrifts: Navigating the Money Minefield in Real Relationships , was published by St. Martin’s Press and has been translated into multiple languages. In 2025, Poets & Quants named him one of the Top 50 Undergraduate Business Professors.",https://michiganross.umich.edu/faculty-research/faculty/scott-rick
Christopher Rider,Thomas C. Kinnear Professor | Associate Professor of Entrepreneurial Studies,"Biography Chris Rider is the Thomas C. Kinnear Professor and Associate Professor of Entrepreneurial Studies at the University of Michigan's Ross School of Business. Professor Rider's research examines the reciprocal relationship between entrepreneurship and societal inequality. He also studies racial disparity in various empirical contexts, with a focus on sports settings. His research is published in journals like the Administrative Science Quarterly, American Journal of Sociology, Organization Science, Strategic Management Journal, Research in Organizational Behavior, Research Policy, ILR Review, the American Economic Review Papers & Proceedings, and California Management Review. Many media outlets -- including ESPN, the New York Times, the Wall Street Journal, Fast Company, the Washington Post, Al Jazeera America, and the Boston Globe -- featured his research. He is currently a Consluting Editor for the American Journal of Sociology and formerly an Associate Editor for Administrative Science Quarterly and Management Science and formerly a Senior Editor for Organization Science . He teaches executive, graduate, and undergraduate courses on entrepreneurship, strategic leadership, analytics, and research methods. His elective course Equity Analytics was featured in Poets & Quants and AACSB Insights . He has delivered numerous executive leadership programs for organizations across the world, including the Brookings Institution, Chulalongkorn University, Diageo, ExxonMobil, stc, Tata Group, Toyota, TVS, the U.S. Social Security Administration, and UPS. Prior to joining the Ross faculty, he was on the faculties of Georgetown University's McDonough School of Business, Emory University’s Goizueta Business School, and the University of Chicago’s Booth School of Business. He also held strategic management positions at Cars.com , Intel Corporation, and Verizon Communications.",https://michiganross.umich.edu/faculty-research/faculty/christopher-rider
Eric Ringle,Lecturer of Accounting,"Biography Utilizing deep industry-expertise to enable global mid to large-scale organizations to achieve compliance with rigorous rules and regulatory requirements. Fosters productive executive-level and third-party stakeholder relationships to translate diverse requirements into fit-for-purpose, compliant internal controls, processes, and IT systems. Serves as SOX Subject Matter Expert to proactively identify gaps and critical material weaknesses, with a focus on facilitating the timely and successful delivery of external audits. Leverages strong multi-sector experience, including industrial, manufacturing, and retail, to effectively mitigate key risks and navigate challenges with timely and robust solutions.",https://michiganross.umich.edu/faculty-research/faculty/eric-ringle
Lori Rogala,Teaching Professor of Business Law,,https://michiganross.umich.edu/faculty-research/faculty/lori-rogala
Ben Rosa,Assistant Professor of Business Economics and Public Policy,,https://michiganross.umich.edu/faculty-research/faculty/ben-rosa
Debjit Roy,Adjunct Professor of Technology and Operations,,https://michiganross.umich.edu/faculty-research/faculty/debjit-roy
Kunal Sachdeva,Assistant Professor of Finance | Michael R. and Mary Kay Hallman Faculty Fellow,"Biography Kunal Sachdeva is an Assistant Professor of Finance and Michael R. and Mary Kay Hallman Fellow at the Stephen M. Ross School of Business, University of Michigan. His research delves into the real effects of financial markets on households and institutions, with a particular emphasis on how financial instruments and regulations can influence climate and social outcomes. Kunal earned his Ph.D. in Finance from Columbia Business School. He also holds an M.Fin. from MIT Sloan School of Management and dual degrees in Economics (B.A.) and Electrical Engineering (B.Sc.) from Queen’s University in Canada.",https://michiganross.umich.edu/faculty-research/faculty/kunal-sachdeva
Jeffrey Sanchez-Burks,William Russell Kelly Professor of Business Administration | Professor of Management and Organizations,"Biography J. Sanchez-Burks (JSB) is a cultural psychologist and behavioral scientist, as well as an endowed Professor of Management and Organizations at the University of Michigan’s Ross School of Business.  An award-winning scholar and executive educator, his research explores the role of emotion, culture, and group dynamics in organizational life — with a focus on leading innovation and driving engaged change. He brings a global perspective to his work, having consulted in 35 countries across five continents. His online Coursera course on Emotional Intelligence has reached over 65,000 students and is available in 22 languages. His forthcoming book with HarperCollins offers a fresh approach to structuring work life—one that draws on deeply human experiences to foster meaningful collaboration, boost creativity, and enhance productivity. Outside the classroom and off the page, he chases the torture of ultra-endurance cycling and the energy of live music.",https://michiganross.umich.edu/faculty-research/faculty/jeffrey-sanchez-burks
Cindy Schipani,Merwin H. Waterman Collegiate Professor of Business Administration | Professor of Business Law,"Biography Cindy A. Schipani is the Merwin H. Waterman Collegiate Professor of Business Administration and Professor of Business Law at the University of Michigan Ross School of Business.  She received her J.D. from the University of Chicago School of Law.  She has held visiting appointments at law and business schools throughout Europe, Asia, and Australia. Professor Schipani currently teaches business law topics, including corporate governance, legal aspects of entrepreneurship, law of business organizations, and cross-cultural negotiations, in graduate and undergraduate programs at the Ross School of Business. Professor Schipani's primary research interests are in corporate governance, with a focus on the relationship among directors, officers, shareholders and other stakeholders and pathways for women to obtain positions of organizational leadership. Her research includes consideration of specific issues confronting women in corporate governance, analysis of the corporate fiduciary duties of care and loyalty and the role of independent directors.  In addition, her work includes the role of business in attaining sustainable peace. Professor Schipani has published over 40 journal articles and a book and has received numerous awards, including the Academy of Legal Studies in Business Distinguished Career Achievement Award, the Ross School of Business Senior Faculty Award Research for Excellence, and the University of Michigan Outstanding Mentor Award, among others. She is frequently invited to present her research nationally and internationally.  She has also served as an expert witness in several cases involving issues of corporate governance and is often quoted in the press.",https://michiganross.umich.edu/faculty-research/faculty/cindy-schipani
Eric Schwartz,Associate Professor of Marketing,"Biography Professor Eric Schwartz's expertise focuses on predicting customer behavior, understanding its drivers, and examining how firms actively manage their customer relationships through interactive marketing. His research in customer analytics stretches managerial applications, including online display advertising, email marketing, video consumption, and word-of-mouth. The quantitative methods he uses are primarily Bayesian statistics, machine learning, dynamic programming, and field experiments. His current projects aim to optimize firms’ A/B testing and adaptive marketing experiments using a multi-armed bandit framework. As marketers expand their ability to run tests of outbound marketing activity (e.g., sending emails/direct mail, serving display ads, customizing websites), this work guides marketers to be continuously “earning while learning.” While interacting with students and managers, Professor Schwartz works to illustrate how today's marketers bridge the gap between technical skills and data-driven decision making. He earned his Ph.D. in Marketing from the Wharton School and a B.A. in Mathematics and Hispanic Studies, all from the University of Pennsylvania.",https://michiganross.umich.edu/faculty-research/faculty/eric-schwartz
Kevin Self,Lecturer of Strategy,"Biography Kevin Self is a Strategy Lecturer at the Ross School of Business where he currently teaches Strategy 564: Strategies for Sustainable Development I – Competitive Environmental Strategy. He also serves as a Faculty Advisor at the School of Environment & Sustainability Masters Course 701. Kevin is co-chair of the Erb Institute Strategic Advisory Board at the University of Michigan, whose mission is to create a sustainable world through the power of business. He is also a cofounder of Voices for Carbon Neutrality , a group of University of Michigan faculty, staff, and alumni leaders actively advocating for carbon neutrality at the University of Michigan. Kevin has spent the past 15+ years focused on climate, sustainability, and the decarbonization of energy. He currently is a member of the CLIMATE + ENERGY | XPRIZE Foundation Brain Trust working to shape the design of what could become the next revolutionary moonshot prize competition in the Grand Challenge Domain of Climate & Energy. He is an investor in and consultant to Zero Circle - Unlocking sustainable finance , a sustainable finance platform that focuses on green financing. Kevin is also advising Viridi – Fail-Safe Battery Energy Storage Technology , revolutionizing the way energy is used and stored with commercial-scale lithium-ion-based energy storage systems certified for installation in occupied spaces. From 2015 to 2024, Kevin was Senior Vice President Strategy, Business Development & Government Affairs for Schneider Electric North America, a 180+ year-old company actively working to electrify and decarbonize the US and the world. In early 2025, Corporate Knights named Schneider Electric “the world’s most sustainable company”. Kevin has also held Strategy & Corporate Development roles with Johnson Controls, Miller Brewing Company, GE Healthcare and McKinsey & Company. Previously, Kevin held board positions at the Advanced Energy Economy, the Alliance to Save Energy and the Information Technology Industry Council. Kevin holds an MBA from Northwestern University, and MS and BS degrees in Engineering from The University of Michigan. Kevin and his wife Louisa reside in Ann Arbor.",https://michiganross.umich.edu/faculty-research/faculty/kevin-self
Nejat Seyhun,Jerome B. and Eileen M. York Professor of Business Administration | Professor of Finance,"Biography Nejat’s research activity focuses on backdating of executive options, risk-return trade-off in asset prices, intra-day impact of insider trading, long-run performance of IPOs, managerial overconfidence, Chinese walls and conflicts of interest in securities firms, option pricing, and conflict between information efficiency and rewards to information gathering.  His backdating work with M.P. Narayanan has helped uncover one of the biggest corporate scandals of recent years, bringing to light a business practice with numerous legal, ethical and corporate governance implications.",https://michiganross.umich.edu/faculty-research/faculty/nejat-seyhun
Cathy Shakespeare,Thomas C. Jones Associate Dean for Undergraduate Education | Professor of Accounting | Michael and Jean Sakkinen Faculty Fellow,Biography Professor Shakespeare's research focuses on the effects of the financial reporting process on the decisions of managers and capital market participants.,https://michiganross.umich.edu/faculty-research/faculty/cathy-shakespeare
Guy Shani,Lecturer of Strategy,"Biography Dr. Shani is a lecturer in the Strategy area at the Ross School of Business at the University of Michigan. He teaches strategy topics to students across various programs, including undergraduates, graduates, and executives. He earned his PhD in Strategy from the Ross School of Business at the University of Michigan. His research focuses on social and psychological processes influencing corporate governance and the strategic decision-making of corporate leaders. Specifically, he examines how corporate leaders might respond to the treatment of other corporate leaders by different stakeholders. His work has been published in the Academy of Management Journal . As a Human-Factors expert, Dr. Shani advises on grant-funded research projects focused on developing mobile-based interventions that utilize AI algorithms to deliver personalized real-time support for mental health and chronic conditions. He is dedicated to translating research innovations in mobile health into sustainable commercial products.",https://michiganross.umich.edu/faculty-research/faculty/guy-shani
Brit Sharoni,Assistant Professor of Strategy,"Biography Brit Sharoni is an Assistant Professor of Strategy at the Ross School of Business at the University of Michigan.  She graduated with a PhD from Harvard University in Economics in 2024. Her interests are in organizational economics and innovation. In particular, she studies how organizational structure, through social networks among colleagues and worker’s mobility, affects innovation, labor market outcomes, and firm performance.  Her approach involves developing simple models to convey the intuition behind economic mechanisms, and using data analysis to test these models, all with the aim of addressing questions of importance. She teaches STRAT 390 (Corporate Strategy, BBA).",https://michiganross.umich.edu/faculty-research/faculty/brit-sharoni
Zachary Sheinberg,Lecturer of Finance,"Biography Zachary Sheinberg is the founder and Managing Partner of Wind Raven, a privately-held real estate investment, development and advisory company based in New York, NY, which focuses opportunistically on hospitality and industrial development projects in the Northeast, Southeast and Southern California. Prior to founding Wind Raven, Mr. Sheinberg was the Managing Director and Chief Operating Officer of HB Capital Group, a family real estate investment office based in Miami, Florida. Before HB, Mr. Sheinberg managed development projects and portfolio operating assets at The Witkoff Group, a New York-based real estate investment and development company. Mr. Sheinberg started his career practicing law in the Real Estate Group at Stroock & Stroock & Lavan in New York. Mr. Sheinberg is a graduate of the undergraduate Joseph Wharton Honors Program at the Wharton School at the University of Pennsylvania, the University of Michigan Law School and the Wharton MBA Program. Mr. Sheinberg is an adjunct faculty member in the Finance Department at the University of Michigan Ross, where he teaches a real estate development course. He is a former host of The Real Estate Hour on SiriusXM Channel 132, Business Radio.",https://michiganross.umich.edu/faculty-research/faculty/zachary-sheinberg
Scott Shireman,Clinical Associate Professor of Technology and Operations,,https://michiganross.umich.edu/faculty-research/faculty/scott-shireman
Ari Shwayder,Lecturer of Business Economics and Public Policy | William Davidson Institute Research Fellow | Faculty Director of the Executive MBA Program,"Biography Ariel (Ari) Shwayder is an economist, strategist, and consultant who has worked with students and clients around the world to help them think economically, make better decisions, and improve their ability to think strategically.  He is an award-winning teacher of economics, game theory, competitive tactics, and more to bachelors, masters, and executive students at Michigan’s Ross School of Business.  Ari is also the faculty director of Michigan's top-ranked Executive MBA program. Outside of the classroom, Ari is a fellow at the William Davidson Institute at the University of Michigan.  He was previously a consultant at McKinsey & Company, where he worked on strategic and operational initiatives in financial services, the public sector, and education, as well as with the McKinsey Global Institute. He also previously worked in the U.S. Senate as an economist to the Health, Education, Labor, and Pensions Committee. He holds an AB in mathematics cum laude from Harvard University and an MA and PhD in economics from Northwestern University.",https://michiganross.umich.edu/faculty-research/faculty/ari-shwayder
Jordan Siegel,Jack D. Sparks-Whirlpool Corporation Research Professor of Business Administration | Professor of Strategy,"Biography Jordan Siegel is the Jack D. Sparks - Whirlpool Corporation Research Professor of Business Administration and Professor of Strategy at the University of Michigan Ross School of Business. Professor Siegel specializes in the study of how companies gain competitive advantage through their global strategy.   Professor Siegel finds that there are numerous opportunities for companies to attain superior sustainable corporate performance through creative strategies for corporate governance and human resource management. A set of studies written by Professor Siegel explores how companies borrow, leverage, and arbitrage institutions across borders as a means of attaining long-term competitive advantage. By institutions Professor Siegel refers to the formal and informal rules of the game that affect companies’ competitive behavior and resource access. Formal institutions include corporate, securities, and bankruptcy law; informal institutions include a society’s cultural stance toward meritocracy and egalitarianism. (While a thorough list of rules of the game might be near-infinite, Professor Siegel concentrates on those that directly affect governance of companies.) The main idea is that companies—even single-country-focused companies—exhibit a surprising ability to attain competitive advantage via their choices of other countries’ institutions. Another set of studies written by Professor Siegel and his coauthors shows that companies can make their approach to the labor market a core component of their competitive advantage.  The goal has been to examine whether the hiring and promotion of female managers leads to improved corporate performance, whether foreign multinationals disproportionately engage in the hiring and promotion of female managers, and whether foreign multinationals act differently in the hiring and promotion of senior female managers in Japan and South Korea compared to what they do at home.  Overall, the results show that foreign multinationals have been the most active in both Japan and South Korea in exploiting the social bias and hiring and promoting women to senior management positions. Professor Siegel and his coauthors argue based on panel analysis with company fixed effects, and based on systematically ruling out alternative explanations, that the aggressive application of this outsider’s advantage has led to demonstrable improvements in performance over time for foreign multinationals in Japan and South Korea. Moreover, this source of competitive advantage is not short-lived, but appears to be as much as a decade-long opportunity. Professor Siegel’s work has been published in Management Science, Administrative Science Quarterly, the Strategic Management Journal, Organization Science, the Journal of Financial Economics, the Review of Financial Studies, the Journal of Comparative Economics, and the Journal of Economic Literature.",https://michiganross.umich.edu/faculty-research/faculty/jordan-siegel
Jeff Sinclair,Adjunct Professor of Busines Administration,"Biography Jeff currently serves as a Lecturer at the University of Michigan in the Ross School of Business.  Jeff also serves as a member of the Advisory Board for the Zell Lurie Institute, and formerly served on the Advisory Board for the Center for Entrepreneurship in the College of Engineering.  Prior to joining the faculty, he served as chair of the Dean’s Advisory Board for the Ross School of Business. Jeff retired in December 2012 as a Director (Senior Partner) with McKinsey & Company.  Over the course of more than 30 years, Jeff served in the Firm’s offices in Washington, DC, San Francisco, Barcelona, and Cleveland, where he served as the Location Manager from 1999 through 2005. Jeff has a breadth of experience serving CEOs and their leadership teams in strategy, operations, and organization.  He served companies in North America, Asia, and Europe across multiple industries, including electronics and high-tech, aerospace and defense, automotive, and consumer goods.  He also worked extensively with the US Federal Government. Jeff's functional expertise is in strategy and operations.  He worked with top management teams of technology- and operations-intensive businesses to develop and align business and operations strategies, and to build leadership and front-line capabilities to deliver substantial improvements in strategic and financial performance.  He co-founded McKinsey's Manufacturing Practice and led a major research effort on the Future of Manufacturing jointly with the McKinsey Global Institute.  During his career, Jeff also led the Firm’s Product Development and Supply Chain Practices and served as McKinsey’s Global Knowledge Leader for the Operations Practice, essentially the head of R&D across operations disciplines including product development, procurement, manufacturing, supply chain, and service operations. Jeff has a passion for innovation and entrepreneurship.  He has made over 30 investments in start-ups and private-equity-owned companies. He has served as an active advisor, board member, and executive helping start-ups navigate their journeys from founding through exit to both private investment firms and publicly traded companies. Jeff is an investor and currently serves on the advisory board of Sus Clinicals, a health sciences start-up that works with medical device, drug, and radiology researchers in their quests to cure cancer. Jeff has helped launch and served several economic and community development not-for-profit organizations over the course of his 40-year career. Before joining McKinsey, Jeff worked for Chrysler Corporation and IBM.  He holds a Master of Business Administration and a Bachelor of Science in Engineering from the University of Michigan.",https://michiganross.umich.edu/faculty-research/faculty/jeff-sinclair
Jagadeesh Sivadasan,Buzz and Judy Newton Professor of Business Administration | Professor of Business Economics and Public Policy,"Biography Jagadeesh Sivadasan is the Buzz and Judy Newton Professor of Business Administration in the Business Economics and Public Policy group of the Ross School of Business, and a faculty associate at the Institute of Social Research, at the University of Michigan. His recent research is focused on understanding the drivers of firm entry, growth and productivity, and worker performance and mobility.  Ongoing and recent work include analysis of the response of Chinese firms to the 2018 trade war, the influence of reduced fertility on female entreprenuesrship in China, the effect of commute improvement on worker performance, and analysis of US firm growth patterns. Jagadeesh teaches the core applied microeconomics course in the Full-Time, Weekend and executive MBA programs. His MBA elective course, Incentives and Productivity, presents an economics-grounded approach to human capital management. He also teaches in the PhD program at Ross. Jagadeesh has served as the director of the FTMBA program, and as the chairperson of the Business Economics and Public Policy group.  He was the recipient of the 2018 Victor L Bernard Teaching Leadership award, and the 2019 Ross School of Business Neary Teaching Excellence Award (from the FTMBA class of 2019). Jagadeesh is an alumnus of IIM Bangalore, where he completed a PGDM after a BTech at IIT Madras. He then worked as a Senior Consultant at Arthur Andersen, before completing PhD from the Booth School of Business at the University of Chicago.",https://michiganross.umich.edu/faculty-research/faculty/jagadeesh-sivadasan
Sara Soderstrom,"Associate Professor of Management and Organizations | Associate Professor of Organizational Studies, LSA | Associate Professor of Program in the Environment, LSA",,https://michiganross.umich.edu/faculty-research/faculty/sara-soderstrom
Walter Sowden,Lecturer of Management and Organizations,"Biography Dr. Walt Sowden is a Lecturer of Management and Organizations at the Stephen M. Ross School of Business, University of Michigan. He teaches management, leadership, and negotiation across the undergraduate (BBA), graduate (MBA), and executive education programs. His teaching draws on nearly three decades of military, academic, and research leadership, integrating behavioral science, organizational psychology, and evidence-based leadership development to improve individual and organizational performance and well-being in complex, high-stakes environments. Dr. Sowden retired from the U.S. Army in 2024 after 28 years of active service. During his military service, he held various leadership positions. During Operation Iraqi Freedom, he commanded one of the Army’s first Forward Support Companies in the 1st Cavalry Division. He served as a Tactical Officer at the United States Military Academy at West Point, where he taught the capstone leadership development course (MX 400) and helped establish the Center for the Army Profession and Ethic. As a Principal Investigator and Deputy Branch Chief at the Walter Reed Army Institute of Research (WRAIR), he founded and led the Operational Research Team, producing influential research on team dynamics, emotion regulation, and performance under stress. His work was cited in a 2021 Congressional report and helped shape the Army’s Holistic Health and Fitness (H2F) initiative. In his final military assignment, Dr. Sowden was the Director of Research for the Department of Behavioral Health at Tripler Army Medical Center in Honolulu, Hawai’i, where he taught medical residents biostatistics, research methods, and process improvement, and led the department through the COVID-19 emergency as the interim Department Chief. He also held academic appointments as an Assistant Professor at the Uniformed Services University of the Health Sciences (USUHS) and as a Faculty Lecturer in the Department of Psychology at the University of Hawai’i at Mānoa. As Chair of the Madigan Army Medical Center’s Institutional Review Board (IRB), he oversaw all Department of Defense (DoD) medical research across the United States Indo-Pacific Command’s (USINDOPACOM) area of responsibility. Dr. Sowden earned his PhD in Psychology from the University of Michigan, an MA in Organizational Psychology from Teachers College, Columbia University, and a BA in Sociology from South Dakota State University. His research focuses on the psychology of loyalty and moral decision-making, optimizing performance and well-being in high-stakes occupational contexts, and the emotional demands of leadership. He is especially committed to enhancing the leadership, performance, and well-being of military service members and veterans. His scholarly work includes more than 40 peer-reviewed articles, book chapters, and trade publications. Dr. Sowden lives in Ann Arbor, Michigan, with his wife Erin and their two youngest daughters.",https://michiganross.umich.edu/faculty-research/faculty/walter-sowden
Michael Speigl,Lecturer of Marketing,,https://michiganross.umich.edu/faculty-research/faculty/michael-speigl
Gretchen Spreitzer,Associate Dean for Executive and Corporate Relations | Keith E. and Valerie J. Alessi Professor of Business Administration | Professor of Management and Organizations,"Biography Gretchen M. Spreitzer's research focuses on employee empowerment and leadership development, particularly within a context of organizational change and decline. Her most recent work is looking at positive deviance and how organizations enable employees to thrive. This work fits within a larger effort at Ross to develop a Scholarship of Positive Organizing ( http://positiveorgs.bus.umich.edu/ ). She is the co-author of several books including How to be a Positive Leader (2014) with Jane Dutton, Handbook of Positive Organizational Scholarship with Kim Cameron, The Leader's Change Handbook: An Essential Guide to Setting Direction and Taking Action (1999) with Jay Conger and Edward Lawler, The Future of Leadership: Speaking to the Next Generation (2001) with Warren Bennis and Thomas Cummings, and A Company of Leaders: Five Disciplines for Unleashing the Power in Your Workforce (2001) with Robert Quinn.",https://michiganross.umich.edu/faculty-research/faculty/gretchen-spreitzer
S Sriram,Associate Dean for Graduate Programs | Dwight F. Benton Professor of Marketing,"Biography Sriram’s research interests are in the areas of brand and product portfolio management, monetizing content, and healthcare. Substantively, his research has spanned several industries including consumer packaged goods, technology products and services, retailing, news media, user-generated content, online education platforms, and the interface of healthcare and marketing. Sriram's research has been published in journals such as Marketing Science , Management Science , Quantitative Marketing and Economics , Journal of Marketing , Journal of Consumer Research , and the International Journal for Research in Marketing . He has presented his research at many national and international venues. He is an associate editor at the Journal of Marketing Research and the Journal of Marketing and serves on the editorial boards of Marketing Science and Quantitative Marketing and Economics . Sriram obtained his Bachelor of Technology degree from the Indian Institute of technology and a Ph.D. in Marketing from Purdue University.",https://michiganross.umich.edu/faculty-research/faculty/s-sriram
Joshua Sukenic,Lecturer of Marketing,"Biography Dynamic, results-driven, people-first sales and revenue leader with a proven track record of driving accelerated growth across SaaS, tech-enabled services, manufacturing, and consumer goods sectors. Highly skilled in architecting strategic go-to-market plans, building and scaling high-performing teams, and leading digital transformation initiatives that deliver consistent double-digit revenue growth, margin expansion, and market share capture. Recognized for advancing global sales operations at ATS, EBSCO Industries, Charles Schwab, and Morningstar, driving portfolio optimization, channel partnership growth, and the implementation of scalable sales and compensation models that strengthen team performance and empower organizations to lead in competitive markets. Active educator and mentor in sales, digital analytics and go-to-market strategy as a lecturer at the University of Michigan and a commercialization mentor at the Zell Lurie Institute, bridging classroom insights with real-world execution. Renowned for fostering growth mindsets, cross-functional collaboration, and people-centric culture, emphasizing empathy, emotional intelligence, and continuous advancement in team development and performance.",https://michiganross.umich.edu/faculty-research/faculty/joshua-sukenic
Maxim Sytch,Jack D. Sparks Whirlpool Corporation Research Professor of Business Administration | Professor of Management and Organizations,"Biography Maxim Sytch is a Jack D. Sparks Whirlpool Corporation Research Professor of Business Administration and Professor in the Department of Management and Organizations, Stephen M. Ross School of Business, University of Michigan. Previously, he was a lecturer in the Department of Management and Organizations, Kellogg School of Management, Northwestern University. His research explores how networks of relationships among individuals and organizations emerge and shape behaviors and outcomes. This work has explicated the novel dynamics of power, influence, and knowledge creation and transfer in social structures. In his most recent research, he examines how collaborative networked systems can withstand major shocks and disruptions — such as those inflicted by natural and human-made disasters, social and political unrest, wars, and pandemics — and recover from them effectively. He also examines how and under what circumstances professional service organizations can induce demand for their services that are unnecessary for the buyers and can be detrimental to them. This research has been published in leading journals such as Academy of Management Journal , Administrative Science Quarterly , California Law Review , California Management Review , Harvard Business Review, Managerial and Decision Economics , Organization Science , Sloan Management Review , and The Wall Street Journal . His work has also been covered by AsiaOne.com, BBC, BusinessWeek, The Brunei Times, Phys.org, Reuters, and Yahoo News. In addition, his essays appeared in Huffington Post, Inc.com, and the Observer. In 2010, his study examining dynamics of influence in patent infringement litigation won the Best Paper Award from the Organization and Management Theory Division of the Academy of Management. In 2012, another study, which examined the relationship between network communities and firms’ invention productivity, was a finalist for the Best Paper Award at the Israel Strategy Conference. In 2016, his paper on social structures interconnecting lawyers and federal judges in litigation was the finalist for the Best Paper on Entrepreneurship Award from the Organization and Management Theory Division of the Academy of Management. In 2019, his paper on network inequality among inventors was the finalist for the Best Paper Award on Knowledge and Innovation at the Strategic Management Society Conference and in 2021 won the Diversity, Equity, and Inclusion research award from the Ross School of Business. He serves as an Associate Editor of Administrative Science Quarterly . He won the Outstanding Reviewer Awards from both the Academy of Management Journal and Organization Science . He was recognized as the best reviewer by the Academy of Management eight times. In 2022, Maxim Sytch won the Neary Teaching Excellence award, which recognizes the best instructor in the full-time Ross MBA program; in 2014, he won the Ross Executive Education teaching award for open enrollment programs. Maxim Sytch holds a Ph.D. from the Kellogg School of Management, Northwestern University. Areas of Expertise: Organization Theory, Economic Sociology, Complex Systems, Law, Collaboration, Conflict, Networks, Interorganizational Relations, Intellectual Property, Organizational Design",https://michiganross.umich.edu/faculty-research/faculty/maxim-sytch
Burcu Tasoluk,Lecturer of Marketing,"Biography Prof. Tasoluk joined Ross as a visiting research scholar in September 2016 and she started teaching in the BBA Program in 2018. Her research interests include brand management, luxury brand management, international marketing, and marketing strategy. She has published in various academic journals and she is the recipient of the prestigious “Marie Curie International Reintegration Grant” awarded by the European Commission. At Ross, Prof. Tasoluk teaches  “Marketing Management” and the Marketing Professional Capstone course ""Social & Environmental Responsibilty and Marketing"". She is also the coordinator of the ""Ross School Senior Thesis Seminar"" and the faculy leader for the Global Immersion course ""History, Culture, and Management of Luxury"" with a field trip to Milan, Italy. Prior to joining academia, Prof. Tasoluk worked at a variety of sectors, including advertising (Grey Advertising, Istanbul), hospitality (Sheraton Hotels & Towers, Ankara), finance (Pamukbank, Istanbul), and FMCG (Procter & Gamble, Brussels). She got heavily involved in executive education and consulted in strategy during her tenure as a Marketing professor at Sabanci University in Istanbul, Turkey. She has a Ph.D. in Marketing from Michigan State University, an MBA from Vlerick Business School (Leuven, Belgium), and a B.S. in Economics from Middle East Technical University (Ankara, Turkey).",https://michiganross.umich.edu/faculty-research/faculty/burcu-tasoluk
Julian Terstegge,Assistant Professor of Finance,,https://michiganross.umich.edu/faculty-research/faculty/julian-terstegge
Will Thomas,Assistant Professor of Business Law,"Biography Will Thomas is an Assistant Professor of Business Law and, by courtesy, of Philosophy at the University of Michigan. He is an award-winner teacher of law and ethics whose research explores foundational questions in the law of business crimes, with a particular focus on corporate punishment. A double Wolverine, Professor Thomas earned both his JD and PhD from Michigan before joining the Ross faculty. Professor Thomas is a frequent commentator on breaking issues at the intersection of business and criminal law, having appeared in media outlets including the Financial Times, NPR, Wall Street Journal, and Washington Post. His scholarship can be found in law reviews like the Stanford Law Review , Journal of Corporation Law , Vanderbilt Law Review , and Washington University Law Review .",https://michiganross.umich.edu/faculty-research/faculty/will-thomas
