course_number,title,term,credit_hours,instructor,description
EAS 669.001,Environmental Econ,Winter 2026,3,,
EAS 677.001,Education for Environmental Justice and Action,Winter 2025,2,"Michaela Theresia Zint Gallay, Erin Elizabeth","This course is grounded in the belief that socio-environmental issues, including wicked challenges like climate change, must be addressed as social justice concerns. Transformative education, broadly defined, is critical for cultivating the skills, values, and sense of agency necessary to take collective action on political, structural, and societal policies and practices, ensuring that equity and sustainability are intertwined in society's plans for the future. Open to undergraduate, graduate, and doctoral students from all U-M schools and colleges, this seminar will explore how to approach environmental education, communication, and social change from a justice-oriented perspective. The central focuses will be on theory and practice that further environmental justice and action, the design of learning environments that empower and foster social change, and building capacity in ourselves and others to become agents of change for democratic, socially just, and sustainable communities. As colleagues in this course, we will engage in interdisciplinary and inter-organizational dialogue and inquiry through experiential pedagogy. We will explore educational resources and frameworks designed to broaden who is represented in environmental decision-making and unveil who is left out. Through readings and guest speakers, we will develop our own visions of best practices, building on theories and foundational pedagogy in critical education, social movement learning, community-based participatory learning, place-based/land-based education, environmental justice organizing, and justice-oriented science education. We will draw upon these frameworks and traditions to understand and practice strategies and skills used to advance social change and public engagement in community decision-making. Special attention will be paid the role of building community in developing, exploring and sustaining an activist role in communities as we deepen our understanding of power, positionality, identity, and community/civic engagement. Through preparation and practice in class, we will focus on effective practices of organizing, gaining skills to engage in social action ourselves. We will practice organizing skills such as storytelling, power and asset analysis, and communication. We will apply the knowledge and skills we develop to create and implement a plan of action for a desired changes in the community."
EAS 677.001,RPB Research Sem,Fall 2024,1,,
EAS 677.002,Make it in the Media - Strategic Communications & Design for Impact,Fall 2023,1.5,"Dave Brenner Love, Carole","Employers in the sustainability field are increasingly seeking individuals who not only understand the science and solutions needed to solve the world’s most pressing environmental challenges but also who have the communications and storytelling skills to make science and sustainability more accessible to the public. To address this critical and growing need, we’ve designed a skills-based course to help students develop the expertise needed to communicate science effectively in real-world scenarios across a number of channels. Through this course, students will learn: media pitching and live interviewing skills; how to leverage social media channels; graphic design; web; and photography/videography skills to present information in a visually compelling way. We will also discuss how to establish a personal brand and how to position yourself as a thought leader in your field. Students will learn how to craft compelling and informative stories, infographics, community outreach materials, op-eds, and press releases to bridge the gap between science, sustainability, and the general public. Whether you want to be in academia, business, nonprofit work, or community engagement, strong communications skills are critical to making a lasting impact. There are no prerequisites for this course, and it is open to graduate students in all SEAS specializations."
EAS 677.002,Strategic Comm & Design for Impact,Winter 2026,2,"Dave Brenner Love, Carole","Employers in the sustainability field are increasingly seeking individuals who not only understand the science and solutions needed to solve the world’s most pressing environmental challenges but also who have the communications and storytelling skills to make science and sustainability more accessible to the public. To address this critical and growing need, we’ve designed a skills-based course to help students develop the expertise needed to communicate science effectively in real-world scenarios across a number of channels. Through this course, students will learn: media pitching and live interviewing skills; how to leverage social media channels; graphic design; web; and photography/videography skills to present information in a visually compelling way. We will also discuss how to establish a personal brand and how to position yourself as a thought leader in your field. Students will learn how to craft compelling and informative stories, infographics, community outreach materials, op-eds, and press releases to bridge the gap between science, sustainability, and the general public. Whether you want to be in academia, business, nonprofit work, or community engagement, strong communications skills are critical to making a lasting impact. There are no prerequisites for this course, and it is open to graduate students in all SEAS specializations."
EAS 677.015,Social Media for Sustainability,Winter 2025,1.5,Derek Van Berkel,"In the digital age, social media has emerged as a potent force for driving sustainability initiatives, and heightening environmental awareness, and now stands as an innovative data source for addressing sustainability-related inquiries. This seminar will provide an in-depth, critical, exploration of the strategic use of social media platforms as a catalyst for promoting sustainability research, ecological conservation, and climate action. The seminar will employ an interactive format with group and student-led discussions, live experiments, and critical analysis of case studies. Students will be encouraged to explore, debate, and critique how social media addresses real-world sustainability challenges. Moreover, we will compile best practices for utilizing social media in sustainability initiatives. You will 1) reflect on sustainability literature using social media, and evaluate sustainability messages and its influence;  2) become familiar with biases introduced by various platforms; and 3) gaining insights into the ethical and legal dimensions of sustainability communication through social media. Join us in this engaging and thought-provoking seminar to unravel the potential of social media as a force for sustainability, where your insights and ideas can be catalysts for positive change. This seminar is tailored for graduate students, and anyone (including upper-level undergraduate students) seeking to deepen their understanding of the vital role social media plays in advancing sustainability."
EAS 677.022,Econ and Environmental Justice,Fall 2024,1,Samuel Stolper,"This half-semester seminar is a group exploration of the relationship between economics and justice in the context of environment, energy, and climate. We will inspect positive and normative elements of economic analysis as it is practiced; we will investigate the causes of and potential solutions to disproportionate pollution exposure among the poor and people of color; we will study the measurement of distributive justice; and we will discuss the market and its limits. Applications will include air quality, water affordability, and climate change mitigation, among others. Inclusive, open-minded discussion will be the top priority in-class meetings; lecture will be used to clarify economics concepts and inform our discussion. Assignments will feature writing and potentially some quantitative analysis."
EAS 677.041,Resilience Solutions: Climate Adaptation from Global to Local,Fall 2025,3,"Rosina Bierbaum Muhich, Tim","This seminar will delve into the specifics of climate change adaptation activities taking place internationally and domestically in different regions and across different sectors. Emphasis will be placed on understanding the different components of climate change adaptation and resilience, and how stakeholders at international, national, state, local, private sector, and nongovernmental levels are taking action to address existing and projected climate impacts with a focus on equitable outcomes."
EAS 677.042,Documenting Environmental Justice,Winter 2026,1.5,Paul Mohai,"The key objective of this class is to learn about the key leaders and influencers in the environmental justice field and movement and to capture their knowledge, insights, and wisdom for future generations via one-hour video recordings. These recordings are intended to create a video library collection on environmental justice that will be helpful to other classes in SEAS, the University of Michigan, and other institutions around the nation and the world. Last year we interviewed EJ pioneers Robert D. Bullard, Charles Lee, Beverly Wright, and Peggy Shepard. In Winter 2026 we will be starting at a much higher end of the learning curve, and I expect we will interview considerably more leaders. Students will help to research the leaders, craft questions for them, and participate in creating the recordings. For those taking this class, it will be helpful if you simultaneously enroll in EAS 501(042), Environmental Justice New Directions, but it is not mandatory."
EAS 677.055,Writing for Environmental Justice & Sustainability,Winter 2026,1.5,Heidi Hausermann,"As graduate students and scholars, we are required to write a great deal. Yet, there is a lack of graduate coursework dedicated to how we write. This course addresses this gap, with a focus on writing for environmental science and change, sustainability, and/or environmental justice. The course is designed to help students move forward with a piece of writing, whether a manuscript, conference paper, proposal, client report, etc. In addition to activities geared toward improving written pieces, we will also work on editing and the peer-feedback process. This is a weekend-long course held in February 2026."
EAS 677.056,Risk and Adaptive Behavior,Winter 2026,1.5,Alexandra Paige Fischer,"At the heart of this graduate-level seminar is a question: why, despite objective evidence of risks to health, livelihoods, and property from natural hazards and climate change, do individuals often not change their behavior ? People’s decisions to protect themselves from risks, hazards, and climate change are complex and multifaceted, influenced by awareness, perception, access to resources, and social norms, among other factors. We will delve into theories and examples to understand individual human behavior regarding risks, hazards, and climate change. The course will help prepare students for applied research and professional positions designing, implementing, and evaluating programs and policies to enable, encourage, and incentivize behavior change to protect the well-being of individuals and households."
EAS 677.060,Introduction to Conservation and Real Estate: Cases of Indigenous Peoples' Land Return,Winter 2026,1.5,,"One of the most important pathways for expanding conservation, whether for biodiversity, agroecology or climate response, is expanding landbases in which environmental protection can be prioritized. Historically, large conservation organizations have leveraged real estate expertise and legal advocacy to protect large territories. Today, there is a movement afoot whereby smaller communities with deep environmental ethics are leading efforts to use real estate expertise to expand their conservation efforts, whether in rural or urban areas. Yet the reality is that these efforts are not just about real estate, but about expertise in economic and social planning, negotiation, consultation, networking, cultural revitalization, community participation, leadership, ingenuity, and legal and policy strategy. The course introduces students to some of the basics of how such expertise can be harnessed to grow conservation areas, with an emphasis on how Indigenous peoples have done so in ways that combine rights, culture, and environmental protection. While the cases will be relating to Indigenous peoples, the course will be beneficial to anyone seeking to gain introductory knowledge in this important area."
EAS 677.074,Supply Chains for Sustainability,Winter 2024,1.5,Benjamin Goldstein,"Intimate knowledge of supply chains is a prerequisite for accurate corporate greenhouse gas accounting and complying with forthcoming supply chain transparency and deforestation laws (e.g., EU Corporate Sustainability Due Diligence Directive). Through readings and discussions, this seminar will explore how fluidity, complexity, and opacity in the global economy hampers efforts to make supply chains more sustainable and just. Topics will include corporate power, theories of supply chain coordination and governance (e.g., global value chains), opacity and the first mile, the evolving regulatory space, data and methods for supply chain transparency, green capital accumulation and power asymmetries in supply chains, and the implications sustainability initiatives for producers at the base of supply chains."
EAS 677.080,Social Nature of Pro-Environmental Action,Winter 2025,1.5,Nathaniel Geiger,"This seminar explores readings and theories that considers how pro-environmental action is an explicitly social phenomenon.  We will consider the roles of social influence, social support, social identity, social norms, collective efficacy, self-presentation concerns, theories of activism and social movements, power and social status, and other social literatures to explore how pro-environmental action is promoted or discouraged at various levels, including consumers, citizens, and institutions."
EAS 677.083,Environmental Policy Implications of the 2024 Election,Winter 2025,1.5,Geoffrey Henderson,"Regardless of the outcome, the 2024 election will bring significant consequences for environmental policy. Will the United States be able to take further action to reduce its greenhouse gas emissions? Will the administrative state reprise its role in environmental protection, or will the government's ability to protect the environment continue to erode? Throughout the term, we will analyze reporting on current events to understand how the results of recent elections have shaped the prospects for environmental policymaking in the coming years. To better understand current events, we will discuss academic books and articles examining questions relevant to environmental policymaking, such as whether reforms can be enacted under divided government. Students will learn how electoral politics affects the actors, interests, and institutions that shape environmental policy, and how to communicate effectively about strategies for enacting and implementing environmental policy under political constraints."
EAS 677.085,Engagement for Impact,Winter 2024,2,Lisa DuRussel,"EAS677.085 is focused on building and executing foundational skills for impactful community engagement through service learning. This course will explore engagement through three lenses: Theory - why engage? Tools - how to engage? and Action - let’s engage! You will have the opportunity to put skills learned into real-world practice as we partner with engagement experts and a Detroit based community partner to pitch, prototype, and pilot an engaged activity to share at a community Earth Fest event in Detroit. This activity will be crafted around a “sustainability topic” that you will identify and use as a frame throughout the course - first individually, then in a team - to practice and apply the the mindsets and methods learned in class. Each class discussion, paired with guest lectures and in class activities will help you explore your chosen topic from a new angle, and position you for the final term project. Students will leave the course with boots on the ground experience and an actionable toolkit to strengthen engagement and organizing practices outside the classroom and into the real world."
EAS 677.086,Water Resource Economics,Fall 2024,1,Michael R. Moore,"The legal and policy institutions of water resources, along with their physical features, give rise to the field of water resource economics. The market is a core analytical concept of microeconomics. Yet rarely, if ever, do we observe markets at work in allocating water resources and water quality. Instead, the various settings of water allocation are often particular and idiosyncratic; this makes water resource economics challenging, and interesting, to study. While we do not observe many markets, we continue to apply concepts of demand and supply, and the several forms of externalities, to water and water resources. Most of our subject matter will involve the United States ? The physical, legal, and public policy features of freshwater resources in the United States. Learning goals: to apply the principles and methods of microeconomics and environmental economics to contemporary water-resource issues; and to develop an understanding of the physical, legal, and public-policy features of freshwater resources in the United States. Knowledge competencies: microeconomic principles of water allocation institutions; application of environmental economics to water resources; and legal and public-policy institutions of U.S. water resources. Skill competencies: quantitative reasoning and skills, and water-policy analysis."
EAS 677.089,Inclusive Histories of Sustainability at U of M,Winter 2025,2,Justin Schott,"SEAS, which holds the longest standing academic environmental justice program in the nation, has a vital role to play in educating future leaders about its history. We need to make this history of both struggle and initial transformation available to people without a degree and to leave a foundation for future SEAS leaders to build a more just and equitable school, university, and sustainability sector. The work of this course is to collaboratively collect, identify and daylight a rich collection of historical sources. Existing documents and narratives may include Gala case studies , the Black Body student letter (8/31/20) and Dean Overpeck’s response , SEAS DEI climate surveys, plans, and forums, Andrew Herscher’s forthcoming Under the Campus, the Land: Native Futuring, Colonial Non-Memory, and the Origin of the University of Michigan, and land acknowledgements of the University, including the Biological Station and the Burt Lake Burnout . Collectively, we will generate materials for our annual student orientation at the U of M BioStation, and in partnership with community and Indigenous leaders where appropriate, deepen understanding of the evolution of SEAS impacts and initiatives. Participants will build concrete skills in cultural and historical research, inclusive design and authentic evaluation of tools for organizational change. Ultimately, we hope this work informs and motivates how the SEAS community understands our history and engage in the world."
EAS 677.158,Responsible Conduct of Research and Scholarship Training,Fall 2025,1,Avik Basu,
EAS 677.241,Resilience Solutions: Climate Adaptation across Sectors of the Economy,Fall 2023,1.5,Rosina Bierbaum,"This 7-week seminar (Fall B) will examine climate resilience across sectors of the economy.  Professors from across campus will highlight the latest developments to protect infrastructure, people, and ecosystems. Topics to be covered include water, health, infrastructure, ecosystems, and energy. Students will pick a sector and region to do an in-depth paper on best practices, research needs, and develop suggestions on near-term and long-term technology and policy fixes."
EAS 681.001,Materials&Methods,Fall 2025,3,Stan Jones,"Includes the study of construction materials, construction detailing, cost estimating, specifications, specifications and the relationship of specifications to the construction document package."
EAS 681.002,Materials&Methods,Fall 2025,3,"Stan Jones Hughart, Paige",
EAS 686.001,Environmental Policy,Winter 2024,3,Barry Rabe,"This course examines the political feasibility of adopting and implementing policies designed to promote environmental protection. It draws heavily from the discipline of political science in examining environmental politics and how this body of scholarship informs our understanding of policy feasibility. This semester will unfold as we observe the early stages of implementing major new federal policies adopted over the past three years, including some of the most significant environmental legislation in more than three decades."
EAS 687.001,Modeling for Landscape Plan,Winter 2026,4,Yekang Ko,"This course concentrates on the theory and method of modeling the ecological, climatic, hydrological, and social systems of landscape. Specifically, it focuses on the computing tools to conduct quantitative spatial analysis of landscape factors including land cover, topography, socioeconomics, hydrology, and so on. It acquaints students with knowledge and skills of how spatial information can be collected, analyzed, and then combined to generate maps and models that allow stakeholders to investigate land planning alternatives. It also introduces cutting-edge landscape modeling methods such as QGIS, Google Earth Engine, RStudio, and InVEST, as well as data visualization techniques. It will result in a final project of comprehensive landscape planning in the Rouge River Watershed with data-driven methods."
EAS 687.002,Modeling for Landscape Plan,Winter 2026,4,"Yekang Ko Zhu, Yifanzi",An introduction to the methods and techniques for modeling with stakeholders and landscape planning analysis. Students electing this course will work individually and in teams on land change and landscape problems.
EAS 688.001,Site Plan&Design,Fall 2025,4,Paul Kissinger,"This course is designed to extend your ecological design experience into work at a site planning scale, and to do so in a manner that serves to connect your experience with conceptual design to the skills you have been developing in other courses such as Site Engineering, Materials and Methods, and Planting Design. To accomplish this, a project has been selected that will afford you the opportunity to undertake a site planning-scale project that will extend beyond master site planning and into conceptual / schematic design."
EAS 688.002,Site Plan&Design,Fall 2025,4,"Paul Kissinger Zhu, Yifanzi",
EAS 691.001,Plnts Use Des Lndsc,Fall 2025,3,"Lisa DuRussel Slinkman, John","This studio includes basic principles of planting design with an emphasis on integrating aesthetic and ecological goals in the creation of sustainable landscapes. There is a dual focus on aesthetics and plant biology/ecology. Creative application of the knowledge and skills listed here will prepare you for high quality production and leadership as an ecological designer. You will learn to 1) use living materials to create aesthetically commanding and psychologically engaging environments that support ecosystem function & services, especially biodiversity; 2) combine plant species for expansive seasonal presence; 3) learn to select plants on multiple criteria; 4) expand your knowledge of Great Lakes native plants and other ecologically acceptable ornamental plants; and 5) communicate your design intentions so they are engaging and clear. Investigative assignments, pin upsand discussion will precede the focal project, a public space design that employs the design principles of Piet Oudolf, whose contemporary planting style has widespread aesthetic appeal, a building block of sustainability."
EAS 701.425,Masters Project,Winter 2023,1,,
EAS 701.426,Masters Project,Winter 2023,1,Sheila Schueller,
EAS 701.427,Masters Project,Winter 2023,1,M'Lis Bartlett,
EAS 701.428,Masters Project,Winter 2023,1,,
EAS 701.429,Masters Project,Winter 2023,1,,
EAS 701.430,Masters Project,Winter 2023,4-Jan,,
EAS 701.431,Masters Project,Winter 2023,4-Jan,Inés Ibáñez,
EAS 701.432,Masters Project,Winter 2023,4-Jan,Casey Godwin,
EAS 701.433,Masters Project,Winter 2023,4-Jan,Mark Lindquist Derek Van Berkel,
EAS 701.434,Masters Project,Winter 2023,4-Jan,Johannes Foufopoulos Sheila Schueller,
EAS 701.435,Masters Project,Winter 2023,4-Jan,Michaela Theresia Zint,
EAS 701.436,Masters Project,Winter 2023,4-Jan,,
EAS 701.437,Masters Project,Winter 2023,4-Jan,Allen Burton,
EAS 701.438,Masters Project,Winter 2023,4-Jan,Greg Keoleian,
EAS 701.439,Masters Project,Winter 2023,4-Jan,Michael Craig,
EAS 701.440,Masters Project,Winter 2023,4-Jan,Michael Craig,
EAS 701.441,Masters Project,Winter 2023,4-Jan,Allen Burton,
EAS 701.442,Masters Project,Winter 2023,4-Jan,Michael Craig,
EAS 701.443,Masters Project,Winter 2023,4-Jan,Raymond De Young,
EAS 701.444,Masters Project,Winter 2023,4-Jan,Bob Grese,
EAS 701.445,Masters Project,Winter 2023,4-Jan,,
EAS 701.446,Masters Project,Winter 2023,4-Jan,Samuel Stolper,
EAS 701.447,Masters Project,Winter 2023,4-Jan,Lisa DuRussel,
EAS 701.448,Masters Project,Winter 2023,4-Jan,Steven L. Yaffee,
EAS 701.449,Masters Project,Winter 2023,4-Jan,Parth Vaishnav,
EAS 701.450,Masters Project,Winter 2023,4-Jan,Avik Basu,
EAS 701.452,Masters Project,Fall 2023,2,,
EAS 701.452,Masters Project Theme Class,Winter 2024,1,,
EAS 701.453,Masters Project,Fall 2023,2,Andy White,
EAS 701.453,Masters Project Theme Class,Winter 2024,1,Andy White,
EAS 701.454,Masters Project,Winter 2024,4-Jan,Arun Agrawal,
EAS 701.454,Masters Project,Fall 2023,4-Jan,Arun Agrawal,
EAS 701.455,Masters Project,Winter 2024,4-Jan,Geoffrey M. Lewis,
EAS 701.455,Masters Project,Fall 2023,4-Jan,Geoffrey M. Lewis,
EAS 701.456,Masters Project,Winter 2024,4-Jan,Allen Burton,
EAS 701.456,Masters Project,Fall 2023,4-Jan,Allen Burton,
EAS 701.457,Masters Project,Winter 2024,4-Jan,Lisa DuRussel,
EAS 701.457,Masters Project,Fall 2023,4-Jan,Lisa DuRussel,
EAS 701.458,Masters Project,Winter 2024,4-Jan,,
EAS 701.458,Masters Project,Fall 2023,4-Jan,,
EAS 701.459,Masters Project,Winter 2024,4-Jan,"Brendan O'Neill Mills, Sarah Banas",
EAS 701.459,Masters Project,Fall 2023,4-Jan,"Brendan O'Neill Mills, Sarah Banas",
EAS 701.460,Masters Project,Winter 2024,4-Jan,,
EAS 701.460,Masters Project,Fall 2023,4-Jan,Kyle Whyte,
EAS 701.461,Masters Project,Winter 2024,4-Jan,Sara Soderstrom,
EAS 701.461,Masters Project,Fall 2023,4-Jan,Sara Soderstrom,
EAS 701.462,Masters Project,Fall 2023,4-Jan,Rajiv Ghimire,
EAS 701.462,Masters Project,Winter 2024,4-Jan,Rajiv Ghimire,
EAS 701.463,Masters Project,Winter 2024,4-Jan,,
EAS 701.463,Masters Project,Fall 2023,4-Jan,Kyle Whyte,
EAS 701.464,Masters Project,Winter 2024,4-Jan,Greg Keoleian,
EAS 701.464,Masters Project,Fall 2023,4-Jan,Greg Keoleian,
EAS 701.465,Masters Project,Fall 2023,4-Jan,Joshua Newell,
EAS 701.465,Masters Project,Winter 2024,4-Jan,Joshua Newell,
EAS 701.466,Masters Project,Winter 2024,4-Jan,Geoffrey M. Lewis,
EAS 701.466,Masters Project,Fall 2023,4-Jan,Geoffrey M. Lewis,
EAS 701.467,Masters Project,Fall 2023,4-Jan,Stan Jones,
EAS 701.467,Masters Project,Winter 2024,4-Jan,Stan Jones,
EAS 701.468,Masters Project,Winter 2024,4-Jan,Stella Cousins Michael Kost,
EAS 701.468,Masters Project,Fall 2023,4-Jan,Stella Cousins Michael Kost,
EAS 701.469,Masters Project,Fall 2023,4-Jan,,
EAS 701.469,Masters Project,Winter 2024,4-Jan,,
EAS 701.470,Masters Project,Winter 2024,4-Jan,Johannes Foufopoulos Sheila Schueller,
EAS 701.470,Masters Project,Fall 2023,4-Jan,Johannes Foufopoulos Sheila Schueller,
EAS 701.471,Masters Project,Fall 2023,4-Jan,Lisa DuRussel,
EAS 701.471,Masters Project,Winter 2024,4-Jan,Lisa DuRussel,
EAS 701.472,Masters Project,Fall 2023,4-Jan,Mark Lindquist,
EAS 701.472,Masters Project,Winter 2024,4-Jan,Mark Lindquist,
EAS 701.473,Masters Project,Fall 2023,4-Jan,Kyle Whyte,
EAS 701.473,Masters Project,Winter 2024,4-Jan,,
EAS 701.474,Masters Project,Fall 2023,4-Jan,Kyle Whyte,
EAS 701.474,Masters Project,Winter 2024,4-Jan,,
EAS 701.475,Masters Project,Fall 2023,4-Jan,Shannon Brines Inés Ibáñez,
EAS 701.475,Masters Project,Winter 2024,4-Jan,Shannon Brines Inés Ibáñez,
EAS 701.476,Masters Project,Fall 2023,4-Jan,Avik Basu,
EAS 701.476,Masters Project,Winter 2024,4-Jan,Avik Basu,
EAS 701.477,Masters Project,Fall 2023,4-Jan,,
EAS 701.477,Masters Project,Winter 2024,4-Jan,,
EAS 701.478,Masters Project Theme: Conservation and Restoration,Fall 2024,2,Sheila Schueller,"Winter 1 (2c) is the first course in the series and will focus on establishing foundational knowledge on theme- and project-specific disciplinary content; project management and client communication skills, and completion of a robust project plan so that students are prepared to continue to work actively with their client on project tasks during the summer. The following fall course (2c) will focus on compilation of the summer’s work. Finally, during the second winter course (2c) students will finalize and disseminate project reports and deliverables."
EAS 701.478,"Masters Theme Project ""Conservation and Restoration""",Winter 2025,2,Sheila Schueller,"Master's Projects are interdisciplinary capstone experiences that enable SEAS master's students to develop solutions to pressing problems faced by real-world clients and develop critical professional skills. The Sustainability Theme Master’s Projects courses will work on projects that fall within a SEAS Sustainability Theme, such as “Conservation & Restoration” or “Water Resources.” Students in a theme-based course will work alongside three other project teams through a structured and instructor-facilitated process over the course of 16 months (3 semesters). The theme-based course is designed to maximize student engagement with the client and multiple advisors, provide opportunities for learning core content and skills relevant to the respective sustainability theme, and facilitate collaborative learning across projects within the theme."
EAS 701.479,Masters Project,Fall 2024,2,M'Lis Bartlett,
EAS 701.479,"Masters Theme Project ""Building Just, Equitable Agricultural and Food Systems""",Winter 2025,2,M'Lis Bartlett,
EAS 701.480,Masters Project,Fall 2024,2,Justin Schott,
EAS 701.480,"Masters Theme Project ""Community Leadership in Clean Energy""",Winter 2025,2,Justin Schott,"This course is a 3-semester (2 credits each), 16-month commitment to a client and classmates. The course is driven by our commitment to the client. Learning how to work effectively in environmental justice (EJ) spaces and with EJ partners. This will involve a combination of theory, nurturing authentic, mutually beneficial relationships with community partners, and applied use of EJ tools and approaches."
EAS 701.481,Masters Project,Fall 2024,2,Lisa DuRussel,
EAS 701.481,Masters Project,Winter 2025,2,Lisa DuRussel,
EAS 701.482,Masters Project,Winter 2025,4-Jan,Geoffrey M. Lewis,
EAS 701.482,Masters Project,Fall 2024,4-Jan,Geoffrey M. Lewis,
EAS 701.483,Masters Project,Fall 2024,4-Jan,Allen Burton,
EAS 701.483,Masters Project,Winter 2025,4-Jan,Allen Burton,
EAS 701.484,Masters Project,Fall 2024,4-Jan,Inés Ibáñez Kai Zhu,
EAS 701.484,Masters Project,Winter 2025,4-Jan,Inés Ibáñez Kai Zhu,
EAS 701.485,Masters Project,Fall 2024,4-Jan,Kim C. Diver,
EAS 701.485,Masters Project,Winter 2025,4-Jan,Kim C. Diver,
EAS 701.486,Masters Project,Winter 2025,4-Jan,Derek Van Berkel,
EAS 701.486,Masters Project,Fall 2024,4-Jan,Derek Van Berkel,
EAS 701.487,Masters Project,Winter 2025,4-Jan,,
EAS 701.487,Masters Project,Fall 2024,4-Jan,,
EAS 701.488,Masters Project,Fall 2024,4-Jan,Johannes Foufopoulos,
EAS 701.488,Masters Project,Winter 2025,4-Jan,Johannes Foufopoulos,
EAS 701.489,Masters Project,Winter 2025,4-Jan,Joan Iverson Nassauer,
EAS 701.489,Masters Project,Fall 2024,4-Jan,Joan Iverson Nassauer,
EAS 701.490,Masters Project,Winter 2025,4-Jan,Alexandra Paige Fischer,
EAS 701.490,Masters Project,Fall 2024,4-Jan,Alexandra Paige Fischer,
EAS 701.491,Masters Project,Fall 2024,4-Jan,,
EAS 701.491,Masters Project,Winter 2025,4-Jan,,
EAS 701.492,Masters Project,Fall 2024,4-Jan,Geoffrey M. Lewis,
EAS 701.492,Masters Project,Winter 2025,4-Jan,Geoffrey M. Lewis,
EAS 701.493,Masters Project,Fall 2024,4-Jan,,
EAS 701.493,Masters Project,Winter 2025,4-Jan,,
EAS 701.494,Masters Project,Fall 2024,4-Jan,Allen Burton,
EAS 701.494,Masters Project,Winter 2025,4-Jan,Allen Burton,
EAS 701.495,Masters Project,Fall 2024,4-Jan,Greg Keoleian,
EAS 701.495,Masters Project,Winter 2025,4-Jan,Greg Keoleian,
EAS 701.496,Masters Project,Winter 2025,4-Jan,,
EAS 701.496,Masters Project,Fall 2024,4-Jan,,
EAS 701.497,Masters Project,Winter 2025,4-Jan,Mark Lindquist,
EAS 701.497,Masters Project,Fall 2024,4-Jan,Mark Lindquist Peter Reich,
EAS 701.498,Masters Project,Winter 2025,4-Jan,Avik Basu,
EAS 701.498,Masters Project,Fall 2024,4-Jan,Avik Basu,
EAS 701.499,Masters Project,Winter 2025,4-Jan,,
EAS 701.499,Masters Project,Fall 2024,4-Jan,,
EAS 701.500,"Master's Theme Project: Great Lakes Water, Clim & Comm",Winter 2026,2,,
EAS 701.500,Masters Project,Fall 2025,2,,
EAS 701.501,Masters Project,Fall 2025,2,Andy White,
EAS 701.501,Masters Theme Project: Indigenous-led Conserv & Climate Action,Winter 2026,2,Andy White,
EAS 701.502,Masters Project,Fall 2025,2,"Lisa DuRussel Shehab, Isabella Juliet",
EAS 701.502,Masters Theme Project: Ecological Des & Planning,Winter 2026,2,"Lisa DuRussel Shehab, Isabella Juliet","Master's Projects are interdisciplinary capstone experiences that enable SEAS master's students to develop solutions to pressing problems faced by real-world project partners and develop critical professional skills. The Sustainability Theme Master’s Projects courses will work on projects that fall within a SEAS Sustainability Theme, for this series of projects, that theme is: “Ecological Design + Resiliency.” Students in this theme-based course will work alongside five other project teams through a structured and instructor-facilitated process over the course of 16 months (3 semesters: Winter 1, Fall 1 and Winter 2). The theme-based course is designed to maximize student engagement with the project partner and multiple advisors, provide opportunities for learning core content and skills relevant to the respective sustainability theme, and facilitate collaborative learning across projects within the theme."
EAS 701.503,Masters Project,Fall 2025,2,Michael Kost,"Master's Projects are interdisciplinary capstone experiences that enable SEAS master's students to develop critical professional skills through working in teams with clients to solve pressing environmental problems. The Sustainability Theme Master’s Projects courses will work on projects that fall within a SEAS Sustainability Theme, such as “Conservation & Restoration” or “Water Resources.” Students in a theme-based course will work alongside three other project teams through a structured and instructor-facilitated process over 16 months (3 semesters). The theme-based course is designed to maximize student engagement with the client and multiple advisors, provide opportunities for learning core content and skills relevant to the respective sustainability theme, and facilitate collaborative learning across projects within the theme."
EAS 701.503,Masters Theme Project: Conservation & Restoration,Winter 2026,2,Michael Kost,"Master's Projects are interdisciplinary capstone experiences that enable SEAS master's students to develop critical professional skills through working in teams with clients to solve pressing environmental problems. The Sustainability Theme Master’s Projects courses will work on projects that fall within a SEAS Sustainability Theme, such as “Conservation & Restoration” or “Water Resources.” Students in a theme-based course will work alongside three other project teams through a structured and instructor-facilitated process over 16 months (3 semesters). The theme-based course is designed to maximize student engagement with the client and multiple advisors, provide opportunities for learning core content and skills relevant to the respective sustainability theme, and facilitate collaborative learning across projects within the theme."
EAS 701.504,Masters Project,Fall 2025,4-Jan,Greg Keoleian Geoffrey M. Lewis,
EAS 701.504,Masters Project,Winter 2026,4-Jan,Greg Keoleian,
EAS 701.505,Masters Project,Winter 2026,4-Jan,Allen Burton,
EAS 701.505,Masters Project,Fall 2025,4-Jan,Allen Burton,
EAS 701.506,Masters Project,Winter 2026,4-Jan,Allen Burton Kai Zhu,
EAS 701.506,Masters Project,Fall 2025,4-Jan,Allen Burton Kai Zhu,
EAS 701.507,Masters Project,Winter 2026,4-Jan,Tony G. Reames,
EAS 701.507,Masters Project,Fall 2025,4-Jan,Tony G. Reames,
EAS 701.508,Masters Project,Winter 2026,4-Jan,Shelie Miller,
EAS 701.508,Masters Project,Fall 2025,4-Jan,Shelie Miller,
EAS 701.509,Masters Project,Winter 2026,4-Jan,Geoffrey Henderson,
EAS 701.509,Masters Project,Fall 2025,4-Jan,Geoffrey Henderson,
EAS 701.510,Masters Project,Winter 2026,4-Jan,Ivette Perfecto John Vandermeer,
EAS 701.510,Masters Project,Fall 2025,4-Jan,Ivette Perfecto John Vandermeer,
